date,year,month,crop,price_per_q,yield_q_ha,area_ha,rainfall_mm,cost_per_ha,gross_income,net_profit
2024-01-01,2024,1,Tomato,4579.0,30.1,7666.0,0.0,37140.0,137828.0,100688.0
2024-02-01,2024,2,Tomato,5268.0,28.63,11789.0,0.0,35141.0,150823.0,115682.0
2024-03-01,2024,3,Tomato,3719.0,27.95,10895.0,18.5,38670.0,103946.0,65276.0
2024-04-01,2024,4,Tomato,4311.0,30.14,10868.0,63.7,32950.0,129934.0,96984.0
2024-05-01,2024,5,Tomato,3917.0,28.43,8281.0,116.7,33470.0,111360.0,77890.0
2024-06-01,2024,6,Tomato,3740.0,29.26,7904.0,140.9,27546.0,109432.0,81886.0
2024-07-01,2024,7,Tomato,2406.0,32.86,6914.0,120.0,37759.0,79061.0,41302.0
2024-08-01,2024,8,Tomato,2245.0,30.69,5395.0,98.8,35942.0,68899.0,32957.0
2024-09-01,2024,9,Tomato,3288.0,28.6,11053.0,42.7,29955.0,94037.0,64082.0
2024-10-01,2024,10,Tomato,3510.0,30.31,10690.0,24.2,29724.0,106388.0,76664.0
2024-11-01,2024,11,Tomato,3948.0,30.72,11998.0,0.0,32382.0,121283.0,88901.0
2024-12-01,2024,12,Tomato,4465.0,27.82,11976.0,0.0,37381.0,124216.0,86835.0
