date,year,month,crop,price_per_q,yield_q_ha,area_ha,rainfall_mm,cost_per_ha,gross_income,net_profit
2021-09-01,2021,9,Groundnut,4417.0,12.95,104740.0,51.9,30632.0,57200.0,26568.0
2021-10-01,2021,10,Groundnut,5461.0,12.5,87280.0,0.0,24494.0,68262.0,43768.0
2021-11-01,2021,11,Groundnut,6427.0,12.94,97361.0,0.0,29513.0,83165.0,53652.0
2021-12-01,2021,12,Groundnut,6312.0,13.46,86439.0,0.0,25174.0,84960.0,59786.0
2022-01-01,2022,1,Groundnut,7021.0,13.58,98738.0,0.0,30493.0,95345.0,64852.0
2022-02-01,2022,2,Groundnut,7498.0,13.29,96038.0,0.0,23660.0,99648.0,75988.0
2022-03-01,2022,3,Groundnut,6877.0,12.91,107193.0,51.0,24493.0,88782.0,64289.0
2022-04-01,2022,4,Groundnut,6507.0,14.14,93773.0,88.8,26910.0,92009.0,65099.0
2022-05-01,2022,5,Groundnut,7006.0,16.11,87927.0,100.5,29944.0,112867.0,82923.0
2022-06-01,2022,6,Groundnut,6158.0,15.27,88575.0,112.1,27938.0,94033.0,66095.0
2022-07-01,2022,7,Groundnut,5534.0,14.24,104038.0,115.4,27329.0,78804.0,51475.0
2022-08-01,2022,8,Groundnut,5502.0,15.91,100455.0,125.3,30692.0,87537.0,56845.0
2022-09-01,2022,9,Groundnut,5425.0,13.44,87528.0,58.3,32310.0,72912.0,40602.0
2022-10-01,2022,10,Groundnut,6086.0,12.73,87103.0,24.7,29345.0,77475.0,48130.0
2022-11-01,2022,11,Groundnut,6619.0,13.91,102524.0,0.0,26754.0,92070.0,65316.0
2022-12-01,2022,12,Groundnut,7165.0,11.89,86819.0,0.0,27164.0,85192.0,58028.0
2023-01-01,2023,1,Groundnut,7558.0,11.45,105547.0,0.0,25423.0,86539.0,61116.0
2023-02-01,2023,2,Groundnut,7754.0,13.6,102656.0,0.0,28202.0,105454.0,77252.0
2023-03-01,2023,3,Groundnut,7457.0,12.92,87034.0,0.0,24741.0,96344.0,71603.0
2023-04-01,2023,4,Groundnut,7143.0,14.33,87121.0,88.2,29104.0,102359.0,73255.0
2023-05-01,2023,5,Groundnut,6507.0,14.04,109666.0,93.2,32011.0,91358.0,59347.0
2023-06-01,2023,6,Groundnut,7031.0,15.01,94357.0,150.7,29435.0,105535.0,76100.0
2023-07-01,2023,7,Groundnut,6243.0,14.46,94266.0,124.9,27062.0,90274.0,63212.0
2023-08-01,2023,8,Groundnut,5967.0,13.84,105320.0,91.1,29054.0,82583.0,53529.0
2023-09-01,2023,9,Groundnut,6533.0,13.54,108681.0,58.8,31241.0,88457.0,57216.0
2023-10-01,2023,10,Groundnut,6025.0,12.79,109650.0,9.4,31141.0,77060.0,45919.0
2023-11-01,2023,11,Groundnut,7007.0,12.34,103834.0,0.0,25992.0,86466.0,60474.0
2023-12-01,2023,12,Groundnut,7258.0,12.56,94406.0,0.0,29021.0,91160.0,62139.0
2024-01-01,2024,1,Groundnut,7182.0,11.1,87088.0,0.0,27684.0,79720.0,52036.0
2024-02-01,2024,2,Groundnut,7763.0,13.5,104429.0,0.0,29613.0,104800.0,75188.0
2024-03-01,2024,3,Groundnut,8170.0,13.57,98960.0,18.5,28767.0,110867.0,82100.0
2024-04-01,2024,4,Groundnut,7939.0,13.9,95606.0,63.7,23261.0,110352.0,87091.0
2024-05-01,2024,5,Groundnut,7858.0,14.94,107659.0,116.7,27304.0,117399.0,90095.0
2024-06-01,2024,6,Groundnut,7065.0,15.34,87780.0,140.9,28397.0,108377.0,79980.0
2024-07-01,2024,7,Groundnut,7786.0,14.28,97316.0,120.0,25131.0,111184.0,86053.0
2024-08-01,2024,8,Groundnut,6088.0,14.12,85284.0,98.8,29162.0,85963.0,56801.0
2024-09-01,2024,9,Groundnut,6281.0,14.08,96717.0,42.7,24952.0,88436.0,63484.0
2024-10-01,2024,10,Groundnut,6618.0,13.57,86408.0,24.2,26403.0,89806.0,63403.0
2024-11-01,2024,11,Groundnut,6518.0,14.59,87970.0,0.0,30683.0,95098.0,64415.0
2024-12-01,2024,12,Groundnut,7819.0,14.28,87938.0,0.0,26232.0,111655.0,85423.0
